researcher,title,authors,value of cited by,year
Abdourrahmane Atto,Time-lapse optical flow regularization for geophysical complex phenomena monitoring,"H Hadhri, F Vernier, AM Atto, E Trouvé",18,2019
Abdourrahmane Atto,Wavelet shrinkage: from sparsity and robust testing to smooth adaptation,"D Pastor, AM Atto",14,2010
Abdourrahmane Atto,Multivariate change detection on high resolution monovariate SAR image using linear time-frequency analysis,"A Mian, JP Ovarlez, G Ginolhac, A Atto",13,2017
Abdourrahmane Atto,Non-stationary texture synthesis from random field modeling,"AM Atto, Z Tan, O Alata, M Moreaud",13,2014
Abdourrahmane Atto,How to perform texture recognition from stochastic modeling in the wavelet domain,"AM Atto, Y Berthoumieu",13,2011
Abdourrahmane Atto,Robust adaptive detection of buried pipes using GPR,"Q Hoarau, G Ginolhac, AM Atto, JM Nicolas, JP Ovarlez",12,2016
Abdourrahmane Atto,Smooth adaptation by sigmoid shrinkage,"AM Atto, D Pastor, G Mercier",11,2009
Abdourrahmane Atto,Wavelet spatio-temporal change detection on multitemporal sar images,"RV Fonseca, RG Negri, A Pinheiro, AM Atto",10,2023
Abdourrahmane Atto,Explaining a deep spatiotemporal land cover classifier with attention and redescription mining,"N Méger, H Courteille, A Benoit, A Atto, D Ienco",9,2022
Abdourrahmane Atto,Frames learned by prime convolution layers in a deep learning framework,"AM Atto, RR Bisset, E Trouvé",9,2020
Abdourrahmane Atto,Change analysis using multitemporal sentinel-1 SAR images,"TT Lê, AM Atto, E Trouvé",9,2015
Abdourrahmane Atto,Multivariate statistical modeling for multi-temporal SAR change detection using wavelet transforms,"N Bouhlel, G Ginolhac, E Jolibois, A Atto",9,2015
Abdourrahmane Atto,A robust change detector for highly heterogeneous multivariate images,"A Mian, JP Ovarlez, G Ginolhac, AM Atto",8,2018
Abdourrahmane Atto,High order structural image decomposition by using non-linear and non-convex regularizing objectives,"AM Atto, G Mercier",8,2015
Abdourrahmane Atto,Change Detection and Image Time Series Analysis 2: Supervised Methods,"AM Atto, F Bovolo, L Bruzzone",7,2021
Abdourrahmane Atto,Multivariate linear time-frequency modeling and adaptive robust target detection in highly textured monovariate sar image,"JP Ovarlez, G Ginolhac, AM Atto",7,2017
Abdourrahmane Atto,Sparsity from binary hypothesis testing and application to non-parametric estimation,"D Pastor, AM Atto",7,2008
Abdourrahmane Atto,Reviewer Summary for Transactions on Image Processing,"A Abbasi, A AbdelQader, M Abid, L Abrahamyan, A Abuolaim, B Acar, ...",6,2021
Abdourrahmane Atto,On elliptical possibility distributions,"C Lesniewska-Choquet, G Mauris, AM Atto, G Mercier",6,2019
Abdourrahmane Atto,Limit distributions for wavelet packet coefficients of band-limited stationary random processes,"AM Atto, D Pastor",6,2008
Abdourrahmane Atto,Thresholds and distances to better detect wet snow over mountains with Sentinel-1 image time series,"F Karbou, G James, P Durand, A Atto",5,2021
Abdourrahmane Atto,ARFBF model for non stationary random fields and application in HRTEM images,"Z Tan, AM Atto, O Alata, M Moreaud",5,2015
Abdourrahmane Atto,Stochasticity: a feature for the structuring of large and heterogeneous image databases,"AM Atto, Y Berthoumieu, R Mégret",5,2013
Abdourrahmane Atto,Wet Snow Detection from Satellite SAR Images by Machine Learning with Physical Snowpack Model Labelling,"M Gallet, A Atto, F Karbou, E Trouvé",4,2023
Abdourrahmane Atto,An overview of covariance-based change detection methodologies in multivariate SAR image time series,"A Mian, G Ginolhac, JP Ovarlez, A Breloy, F Pascal, AM Atto, F Bovolo, ...",4,2021
Abdourrahmane Atto,Supervision of an industrial plant subject to a maximal duration constraint,"AM Atto, C Martinez, S Amari",4,2008
Abdourrahmane Atto,ISSLIDE: A new InSAR dataset for Slow SLIding area DEtection with machine learning,"A Bralet, E Trouvé, J Chanussot, AM Atto",3,2024
Abdourrahmane Atto,Deep learning of radiometrical and geometrical SAR distorsions for image modality translations,"A Bralet, AM Atto, J Chanussot, E Trouve",3,2022
Abdourrahmane Atto,Channel-based attention for land cover classification using Sentinel-2 time series,"H Courteille, A Benoît, N Méger, A Atto, D Ienco",3,2021
Abdourrahmane Atto,Image change detection by possibility distribution dissemblance,"C Lesniewska-Choquet, AM Atto, G Mauris, G Mercier",3,2017
Abdourrahmane Atto,Change analysis of dual polarimetric sentinel-1 SAR image time series using stationary wavelet transform and change detection matrix,"TT Le, AM Atto, E Trouvé",3,2015
Abdourrahmane Atto,Wavelet transforms of non-stationary random processes: Contributing factors for stationarity and decorrelation,"AM Atto, Y Berthoumieu",3,2011
Abdourrahmane Atto,Optimal SURE parameters for sigmoidal wavelet shrinkage,"AM Atto, D Pastor, G Mercier",3,2009
Abdourrahmane Atto,Fractional order stochastic image integration models and deep learning of multi-fractional interactions,AM Atto,2,2017
Abdourrahmane Atto,A subspace approach for shrinkage parameter selection in undersampled configuration for Regularised Tyler Estimators,"Q Hoarau, A Breloy, G Ginolhac, AM Atto, JM Nicolas",2,2017
Abdourrahmane Atto,Simulation of image time series from dynamical fractional brownian fields,"AM Atto, L Fillatre, M Antonini, I Nikiforov",2,2014
Abdourrahmane Atto,SCHATTEN MATRIX NORM BASED POLARIMETRIC SAR DATA REGULARIZATION. APPLICATION OVER CHAMONIX MONT-BLANC,"TT Le, A Atto, E Trouvé",2,2013
Abdourrahmane Atto,Vector and matrix LP norms in polarimetric radar filtering,"AM Atto, G Mercier, TT Le, E Trouvé",2,2012
Abdourrahmane Atto,Structuring of large and heterogeneous texture databases,"AM Atto, Y Berthoumieu",2,2011
Abdourrahmane Atto,Explaining the decisions and the functioning of a convolutional spatiotemporal land cover classifier with channel attention and redescription mining,"E Pelous, N Méger, A Benoit, A Atto, D Ienco, H Courteille, ...",1,2024
Abdourrahmane Atto,Toward Generalized Artificial Intelligence by Assessment Aggregation With Applications to Standard and Extreme Classifications,AM Atto,1,2023
Abdourrahmane Atto,Deep Semantic Fusion of Sentinel-1 and Sentinel-2 Snow Products for Snow Monitoring in Mountainous Regions,"TT Lê, A Atto, E Trouvé, F Karbou",1,2023
Abdourrahmane Atto,CNN classification of wet snow by physical snowpack model labeling,"M Gallet, A Atto, E Trouvé, F Karbou",1,2023
Abdourrahmane Atto,Stochastic Hyperkernel Convolution Trains and h-Counting Processes,"AM Atto, B Vidakovic, A Pinheiro",1,2023
Abdourrahmane Atto,Convolutional Fractional Stochastic Fields and their Deep Learning,AM Atto,1,2023
Abdourrahmane Atto,Deep Convolutional Neural HyperSpaces and Deep Functional Analysis,AM Atto,1,2023
Abdourrahmane Atto,Multiclass Multilabel Change of State Transfer Learning from Image Time Series,"M Abdourrahmane, H Hadhri, F Vernier, E Trouvé",1,2021
Abdourrahmane Atto,Parametric rectified power sigmoid units: Learning nonlinear neural transfer analytical forms,"AM Atto, S Galichet, D Pastor, N Méger",1,2021
Abdourrahmane Atto,Robust detection and estimation of Change-Points in a time series of multivariate images,"A Mian, JP Ovarlez, G Ginolhac, A Atto",1,2018
Abdourrahmane Atto,ARFBF morphological analysis-Application to the discrimination of catalyst active phases,"Z Tan, M Moreaud, O Alata, AM Atto",1,2018
Abdourrahmane Atto,Comparison of Probability-Possibility Transformations by Dissimilarity Measures in a Context of Change Detection,"C Lesniewska-Choquet, G Mauris, A Atto",1,2017
Abdourrahmane Atto,"Traitement automatique de"" time lapse"": application à la surveillance de glaciers alpins","H Hadhri, F Vernier, A Atto, E Trouvé",1,2017
Abdourrahmane Atto,Ondelettes et processus stochastiques,AM Atto,1,2017
Abdourrahmane Atto,Best basis for joint representation: The median of marginal best bases for low cost information exchanges in distributed signal representation,"AM Atto, K Salamatian, P Bolon",1,2014
Abdourrahmane Atto,Uniformly most powerful detection for integrate and fire time encoding,"L Fillatre, I Nikiforov, M Antonini, A Atto",1,2014
Abdourrahmane Atto,Adaptive multitemporal filtering of polarimetric SAR images,"TT Le, AM Atto, E Trouvé",1,2014
Abdourrahmane Atto,TEMPORAL ADAPTIVE FILTERING OF SAR IMAGE TIME SERIES BASED ON THE DETECTION OF STABLE AND CHANGE AREAS,"TT Le, A Atto, E Trouvé, JM Nicolas",1,2013
Abdourrahmane Atto,General framework on change detection in a sparse domain,"AM Atto, G Mercier, D Pastor",1,2009
Abdourrahmane Atto,"Analyse en ondelettes et par paquets d'ondelettes de processus aléatoires stationnaires, et application à l'estimation non-paramétrique",A Atto,1,2008
Abdourrahmane Atto,On the asymptotic decorrelation of the wavelet packet coefficients of a wide-sense stationary random process,"AM Atto, D Pastor, A Isar",1,2006
Abdourrahmane Atto,Can Machine Learning Help for the Operational Management of Rockfall Hazard on Linear Stakes?,"MA CHANUT, H Courteille, C Levy, M Gasc-Barbier, A Atto, L Meignan, ...",1,
Abdourrahmane Atto,Time Distributed Deep Learning models for Purely Exogenous Forecasting. Application to Water Table Depth Prediction using Weather Image Time Series,"M Salis, AM Atto, S Ferraris, R Meo",,2024
Abdourrahmane Atto,DEM-assisted neural network for SAR-to-optical image translation,"A Bralet, TN Ngo, E Trouvé, J Chanussot, AM Atto",,2024
Abdourrahmane Atto,Managing Rockfall Hazard on Strategic Linear Stakes: How Can Machine Learning Help to Better Predict Periods of Increased Rockfall Activity?,"MA Chanut, H Courteille, C Lévy, A Atto, L Meignan, E Trouvé, ...",,2024
Abdourrahmane Atto,Renyi Divergences Learning for explainable classification of SAR Image Pairs,"M Gallet, A Mian, A Atto",,2024
Abdourrahmane Atto,Détection de changements et analyse des séries temporelles d’images 2: Méthodes supervisées,"AM Atto, F Bovolo, L Bruzzone",,2024
Abdourrahmane Atto,"What’s Behind This Water Table Depth Forecasting? RISE Application for Spatial, Temporal, and Spatio-Temporal Explanations","M Salis, G Sartor, M Pellegrino, S Ferraris, AM Atto, R Meo",,2024
Abdourrahmane Atto,Impact de la stratégie de décodage sur la traduction de modalité radar-optique d'images de télédétection,"A Bralet, A Atto, J Chanussot, E Trouvé",,2023
Abdourrahmane Atto,Apprentissage explicable d’un ensemble de divergences pour la similarité inter-classe de données SAR,"M Gallet, A Atto, E Trouvé, F Karbou",,2023
Abdourrahmane Atto,Temporal Evolution of X and C Band Sar Backscattering In The Mont-Blanc Massif,"S Kaushik, M Gallet, Y Yan, A Atto, L Ravanel, E Trouvé",,2023
Abdourrahmane Atto,Neural Transfer Function Library Deriving From Parametric Probability Signatures,AM Atto,,2023
Abdourrahmane Atto,"Towards a multi-Modal, multi-Temporal and multi-Phenomena dataset for natural phenomena observation through deep learning","A Bralet, AM Atto, J Chanussot, E Trouvé",,2022
Abdourrahmane Atto,Land cover classification of the Alps from InSAR temporal coherence matrices,"S Giffard-Roisin, SE Boudaour, MP Doin, Y Yan, A Atto",,2022
Abdourrahmane Atto,Seuils et distances pour la détection de neige avec les séries d’images Sentinel-1,"F KARBOU, G JAMES, P DURAND, AM ATTO",,2022
Abdourrahmane Atto,Clustering fonctionnel de séries d’images par entropies relatives,"AM ATTO, F KARBOU, S GIFFARD-ROISIN",,2022
Abdourrahmane Atto,Analyse d’ordre fractionnaire et prédiction de trajectoire de cyclones,"AM ATTO, A PINHEIRO",,2022
Abdourrahmane Atto,Altruistic Collaborative Learning,AM Atto,,2022
Abdourrahmane Atto,Unsupervised Functional Information Clustering in Extreme Environments from Filter Banks and Relative Entropy,"AM Atto, F Karbou, S G iffard-R oisin, L Bombrun",,2021
Abdourrahmane Atto,Fractional Field Image Time Series Modeling and Application to Cyclone Tracking,"AM Atto, A Pinheiro, G Ginolhac, P Morettin",,2021
Abdourrahmane Atto,Fractional Field Image Application Time Series to Cyclone Modeling Tracking,AM ATTO,,2021
Abdourrahmane Atto,2021 Index IEEE Transactions on Neural Networks and Learning Systems Vol. 32,"A Abbas, M Abbasi, MM Abdelsamea, A Abusorrah, E Adeli, RK Agarwal, ...",,2021
Abdourrahmane Atto,Contribution of Artificial Intelligence models for the management of rockfall risks,"MA Chanut, C Lévy, L Meignan, M Gasc-Barbier, S Galichet, A Atto, ...",,2021
Abdourrahmane Atto,Wavelet Spatio-Temporal Change Detection on multi-temporal PolSAR images,"R Fonseca, A Pinheiro, A Atto",,2021
Abdourrahmane Atto,Démonstrateur d'utilisation de l'Intelligence Artificielle pour la gestion opérationnelle des risques naturels gravitaires géologiques Projet RINA,"MA Chanut, C Lévy, L Meignan, M Gasc, E Trouvé, AM Atto, N Méger, ...",,2021
Abdourrahmane Atto,2020 Index IEEE Transactions on Fuzzy Systems Vol. 28,"M Abdel-Basset, H Agahi, A Aggarwal, M Aggarwal, LT Aguilar, ...",,2020
Abdourrahmane Atto,Construction de distributions de possibilité bivariées à partir de distributions marginales connues,"C Lesniewska-Choquet, G Mauris, AM Atto",,2020
Abdourrahmane Atto,A Geometrical Wavelet Framework for the Time-Series Analysis of Full-Polarimetric Features,"D Pirrone, AM Atto, E Trouvé",,2020
Abdourrahmane Atto,2019 Index IEEE Transactions on Signal Processing Vol. 67,"D Abbott, Y Abdoush, LD Abreu, P Abry, P Addabbo, A Adibi, H Aftab, ...",,2019
Abdourrahmane Atto,2019 Index IEEE Transactions on Geoscience and Remote Sensing Vol. 57,"D Aaron, H Abedi, A Abelev, C Abeynayake, N Acito, AM Adams, ...",,2019
Abdourrahmane Atto,Transformation possibiliste de lois de probabilités elliptiques,"C Lesniewska-Choquet, G Mauris, A Atto",,2019
Abdourrahmane Atto,Geometric Multi-Wavelet Total Variation for SAR Image Time Series Analysis,"AM Atto, A Kemavo, JP Rudant, G Mercier",,2018
Abdourrahmane Atto,Utilisation des séries temporelles d’images Sentinel-1 pour l’observation des glaciers des Alpes,"Y Yan, E Trouvé, M Jauvin, R Prebet, A Hippert-Ferrer, N Meger, A Atto, ...",,2018
Abdourrahmane Atto,Hilbert Based Video To Timed-Image Filling and Learning To Recognize Visual Violence,"AM ATTO, A Benoît, P Lambert",,2018
Abdourrahmane Atto,Détection de changement sur images SAR monovariées par analyse temps-fréquence linéaire,"A Mian, JP Ovarlez, G Ginolhac, A Atto",,2017
Abdourrahmane Atto,Estimateur de Tyler régularisé dans le cas sous-déterminé. Application à la détection d'objets enfouis,"Q Hoarau, A Breloy, G Ginolhac, A Atto, JM Nicolas",,2017
Abdourrahmane Atto,Inverse Formulation of Temporal Closure and Proposed Solutions for Offset Tracking of Natural Scenes,"H Hadhri, E Trouvé, A Atto, F Vernier",,2017
Abdourrahmane Atto,Wavelet statistical analysis in multitemporal SAR images,"A Pinheiro, A Atto, E Trouvé",,2016
Abdourrahmane Atto,Wavelet Operators and Multiplicative Observation Models-Application to Change-Enhanced Regularization of SAR Image Time Series,"A Atto, E Trouvé, JM Nicolas, TT Le",,2016
Abdourrahmane Atto,Analyse des Séquences de Processus et Champs Aléatoires d'Ondelettes,A Atto,,2015
Abdourrahmane Atto,Convolution mixture of FBF and modulated FBF and application to HRTEM images,"Z Tan, O Alata, M Moreaud, A Atto",,2015
Abdourrahmane Atto,Wavelet Operators and Multiplicative Observation Models-Application to Joint Change-Detection and Regularization of SAR Image Time Series,"A Atto, E Trouvé, JM Nicolas, TT Le",,2014
Abdourrahmane Atto,Geometric Wavelet Approximations and Differencing,"A Atto, E Trouvé, JM Nicolas",,2014
Abdourrahmane Atto,Matrice de Divergences Multi-Temporelles et Analyse des Séries Chronologiques d'Images SAR,"A Atto, E Trouvé, Y Berthoumieu, G Mercier",,2012
Abdourrahmane Atto,Sparseness-based non-parametric detection and estimation of random signals in noise,"D Pastor, A Atto",,2011
Abdourrahmane Atto,"Stochasticity: A Feature for Analyzing and Understanding Textures, with Applications to Classification and Content-Based Image Retrieval","AM ATTO, Y Berthoumieu, R Mégret",,2010
Abdourrahmane Atto,2010 Index IEEE Transactions on Signal Processing Vol. 58,"A Abdelkader, H Abeida, TD Abhayapala, E Aboutanios, YI Abramovich, ...",,2010
Abdourrahmane Atto,2010 Index IEEE Transactions on Information Theory Vol. 56,"E Abbe, K Abdel-Ghaffar, KAS Abdel-Ghaffar, F Abdelkefi, T Abualrub, ...",,2010
Abdourrahmane Atto,Sparsity Measure and the Detection of Significant Data,"A Atto, D Pastor, G Mercier",,2009
Abdourrahmane Atto,"Wavelet Packet Analysis of Stationary Random Processes, and Applications to Non-Parametric Estimation",A Atto,,2008
Abdourrahmane Atto,Statistics for sparse transforms: some recent results with application to speech and image processing,"D Pastor, AM Atto",,2007
Abdourrahmane Atto,Detection threshold for soft thresholding,"AM Atto, D Pastor, G Mercier",,2007
Abdourrahmane Atto,On the asymptotic decorrelation of the wavelet packet coefficients of a wide-sense stationary random process [articol],"AM Atto, D Pastor, A Isar",,2006
Abdourrahmane Atto,Asymptotic analysis of the autocorrelation function of the wavelet packet coefficients of a band-limited wide-sense stationary random process,"AM Atto, D Pastor, A Isar",,2006
Abdourrahmane Atto,Représentation des Textures et des Signaux Aléatoires,"A ATTO, Y BERTHOUMIEU",,
Abdourrahmane Atto,Unified analytic forms for Convolutional Neural Networks and Wavelet Filter Banks,MA Abdourrahmane,,
Abdourrahmane Atto,Towards Generalized Artificial Intelligence by Assessment Aggregation with Applications to Standard and Extreme Classifications,MA Abdourrahmane,,
Abdourrahmane Atto,Parametric Rectified Power Sigmoid Units,"AM ATTO, S GALICHET, D PASTOR, N MEGER",,
Abdourrahmane Atto,Stochasticity: A Feature for Analyzing and Understanding Textures,"AM ATTO, Y BERTHOUMIEU, R MÉGRET",,
Abdourrahmane Atto,CHANGE ANALYSIS USING MULTITEMPORAL SENTINEL-1 SAR IMAGES,"LE Thu Trang, AM ATTO, E TROUV",,
Abdourrahmane Atto,MultivariatePossibilityDistributions,"C Lesniewska-Choquet, AM Atto, G Mauris, G Mercier",,
Abdourrahmane Atto,Inverse Formulation of Temporal Closure and Proposed Solutions for Offset Tracking of Natural Scenes,"H Hela, E Trouvé, A Atto, F Vernier",,
