researcher,title,authors,value of cited by,year
Flavien Vernier,Monitoring mountain cryosphere dynamics by time-lapse stereo-photogrammetry,"G Marsy, F Vernier, X Bodin, D Cusicanqui, W Castaings, E Trouvé",6,2020
Flavien Vernier,A wise object framework for distributed intelligent adaptive systems,"I Alloui, F Vernier",6,2017
Flavien Vernier,L'apport d'appareils photo reflex autonomes pour le suivi quasi-continu de la dynamique des glaciers rocheux. Exemple dans les Alpes et dans les Andes.,"X Bodin, E Malet, F Vernier, G Marsy, H Hadhri, D Trombotto",6,2017
Flavien Vernier,"Analyse de"" Time-Lapse"" stéréo pour la mesure de déformation 3D, application au suivi du glacier d'Argentière","HT Pham, H He, F Vernier, E Trouvé, L Benoit, L Moreau, B Girard",6,2014
Flavien Vernier,Wind turbine fault detection and identification using a two-tier machine learning framework,"Z Allal, HN Noura, F Vernier, O Salman, K Chahine",5,2024
Flavien Vernier,WOF: towards behavior analysis and representation of emotions in adaptive systems,"I Alloui, F Vernier",5,2018
Flavien Vernier,Byte-range asynchronous locking in distributed settings,"M Quinson, F Vernier",5,2009
Flavien Vernier,A new software architecture for the wise object framework: Multidimensional separation of concerns,"S Lejamble, I Alloui, S Monnet, F Vernier",4,2022
Flavien Vernier,Temporal consolidation strategy for ground-based image displacement time series: Application to glacier monitoring,"G Marsy, F Vernier, E Trouvé, X Bodin, W Castaings, A Walpersdorf, ...",4,2021
Flavien Vernier,Wiot: Interconnection between wise objects and iot,"I Alloui, E Benoit, S Perrin, F Vernier",4,2018
Flavien Vernier,Détection automatique de zones en mouvement dans des séries d’images non recalées: Application à la surveillance des mouvements gravitaires,"G Marsy, F Vernier, X Bodin, W Castaings, E Trouvé",4,2017
Flavien Vernier,Towards a semantic model for wise systems-a graph matching algorithm,"A Dahhani, I Alloui, S Monnet, F Vernier, SL Garcia",3,2022
Flavien Vernier,Candor: Consistency aware dynamic data replication,"E Mauffret, F Vernier, S Monnet",3,2019
Flavien Vernier,Wise objects for IoT (WIoT): Software framework and experimentation,"I Alloui, E Benoit, S Perrin, F Vernier",3,2019
Flavien Vernier,A swap randomization approach for mining motion field time series over the Argentiere glacier,"Y Pericault, C Pothier, N Méger, C Rigotti, F Vernier, HT Pham, E Trouvé",3,2015
Flavien Vernier,Load balancing on dynamic network,"JM Bahi, R Couturier, F Vernier",3,2002
Flavien Vernier,A graph matching algorithm to extend wise systems with semantic,"A Dahhani, I Alloui, S Monnet, F Vernier",2,2023
Flavien Vernier,Temporal consolidation strategy for ground based image displacement time series,"G Marsy, F Vernier, X Bodin, W Castaings, E Trouvé",2,2020
Flavien Vernier,How to use the past to face the future?,"E Mauffret, F Vernier, S Monnet",2,2020
Flavien Vernier,3D displacement retrieval on glacial areas by airborne multi-view photogrammetry,"H He, F Vernier, T Villemin, E Ployon, P Deline, UM Di Cella",2,2015
Flavien Vernier,Improving the execution of workflows for SAR image analysis,"M Volat, F Vernier, MP Doin, C Lasserre, E Trouvé, E Pathier",2,2014
Flavien Vernier,Displacement measurements,"Y Yan, V Pinel, F Vernier, E Trouvé",2,2014
Flavien Vernier,Glacier flow monitoring by digital camera and space-borne SAR images,"F Vernier, R Fallourd, JM Friedt, Y Yan, E Trouvé, JM Nicolas, L Moreau",2,2012
Flavien Vernier,Combining space-borne SAR data and digital camera images to monitor glacier flow by remote and proximal sensing,"F Vernier, R Fallourd, Y Yan, D Rosu, E Trouvé, JM Nicolas, JM Friedt, ...",2,2011
Flavien Vernier,Beech canker: influence of locality factors on the seriousness of the disease.,"R Perrin, F Vernier",2,1979
Flavien Vernier,A graph matching algorithm to extend software wise systems with human semantic,"A Dahhani, I Alloui, S Monnet, F Vernier",1,2023
Flavien Vernier,Multiclass Multilabel Change of State Transfer Learning from Image Time Series,"M Abdourrahmane, H Hadhri, F Vernier, E Trouvé",1,2021
Flavien Vernier,"Traitement automatique de"" time lapse"": application à la surveillance de glaciers alpins","H Hadhri, F Vernier, A Atto, E Trouvé",1,2017
Flavien Vernier,3D displacement retrieval on a scaled model of mountain slope by virtual multi-view photogrammetry,"H He, F Vernier, E Ployon, T Villemin",1,2016
Flavien Vernier,Mesures de déplacement,"Y Yan, V Pinel, F Vernier, E Trouvé",1,2014
Flavien Vernier,EFIDIR: extraction and fusion of information for displacement measurement from radar imagery,"E Trouve, JM Nicolas, L Ferro-Famil, M Gay, V Pinel, MP Doin, N Meger, ...",1,2011
Flavien Vernier,Synchronous load balancing on asynchronous iterative computation,"JM Bahi, R Couturier, F Vernier",1,2009
Flavien Vernier,Asynchronisme et équilibrage de charge dans la grille de calcul.,"JM Bahi, S Contassot-Vivier, R Couturier, F Vernier",1,2002
Flavien Vernier,Machine-Learning-Based Smart Energy Management Systems: A Review,"F El Husseini, H Noura, F Vernier",,2024
Flavien Vernier,Predicting Power Consumption Using Machine Learning Techniques,"Z Allal, H Noura, O Salman, F Vernier",,2024
Flavien Vernier,Ontology Alignment: First Step towards Voice Control for Smart-Home Assistive Scenarios,"A Dahhani, HK Ngankam, S Giroux, I Alloui, S Monnet, F Vernier",,2024
Flavien Vernier,Learning suitable data representation for credit card fraud detection algorithms,"S Lejamble, F Vernier, I Alloui, S Monnet",,2023
Flavien Vernier,The Burden of Time on a Large-Scale Data Management Service,"E Mauffret, F Vernier, S Monnet",,2023
Flavien Vernier,De l’exécution distribuée des chaînes de traitements d’images à l’acquisition distribuée de connaissance par les traitements,F Vernier,,2021
Flavien Vernier,Utilisation des séries temporelles d’images Sentinel-1 pour l’observation des glaciers des Alpes,"Y Yan, E Trouvé, M Jauvin, R Prebet, A Hippert-Ferrer, N Meger, A Atto, ...",,2018
Flavien Vernier,Monitoring rock glacier by optical stereoscopic time-lapse device,"G Marsy, X Bodin, E Malet, W Castaings, F Vernier, E Trouvé",,2018
Flavien Vernier,Inverse Formulation of Temporal Closure and Proposed Solutions for Offset Tracking of Natural Scenes,"H Hadhri, E Trouvé, A Atto, F Vernier",,2017
Flavien Vernier,An overview to remotely sensed displacement measurements fusion: Current status and challenges,"Y Yan, A Dehecq, E Trouvé, G Mauris, N Gourmelen, F Vernier",,2016
Flavien Vernier,Grouped frequent sequential patterns derived from terrestrial image time series to monitor landslide behaviour-Application to the dynamics of the Sanières/Roche Plombée rockslide.,"Y Péricault, C Pothier, N Méger, E Trouvé, F Vernier, C Rigotti, JP Malet",,2016
Flavien Vernier,High rate and high spatial resolution surface deformation monitoring of the Argentiere glacier from complementary remote sensing and geodetic data,"L Benoit, HT Pham, E Trouvé, F Vernier, L Moreau, O Martin, C Thom, ...",,2014
Flavien Vernier,Attempt of alpine glacier flow modeling based on correlation measurements of high resolution SAR images,"Y Yan, L Ferro-Famil, M Gay, R Fallourd, E Trouvé, F Vernier",,2013
Flavien Vernier,EFIDIR: extraction et fusion d'informations pour la mesure de déplacements par imagerie radar.,"E Trouvé, JM Nicolas, L Ferro-Famil, M Gay, V Pinel, MP Doin, N Méger, ...",,2011
Flavien Vernier,The possible use of leguminous trees in temperate forests.,"F Vernier, F Tacon",,1988
Flavien Vernier,Possibility of using leguminous trees in temperate forests,"F Vernier, F Le Tacon",,1988
Flavien Vernier,"Beech canker: the influence of locality factors on the seriousness of the disease [Fagus spp., Nectria ditissima]","R Perrin, F Vernier",,1979
Flavien Vernier,Beech canker [Nectria ditissima on Fagus]. Effect of site conditions on the seriousness of the disease,"R Perrin, F Vernier",,1979
Flavien Vernier,Etude de l'influence de quelques facteurs sur la sensibilite du hetre au chance [Nectria ditissima].,F Vernier,,1978
Flavien Vernier,[Study of the influence of some factors on beech sensitivity to canker [Nectria ditissima]].[French],F Vernier,,1978
Flavien Vernier,[Study of the influence of some factors on beech sensitivity to canker [Nectria ditissima]],F Vernier,,1978
Flavien Vernier,"Supplementary Information for the paper"" SAR and optical images correlation illuminates post-seismic landslide motion after the Mw7. 8 Gorkha earthquake (Nepal)","SD Mugnier, F Vernier",,
Flavien Vernier,Chapitre 1 Asynchronisme et équilibrage de charge dans la grille de calcul,"F Vernier, JM Bahi, S Contassot-Vivier, R Couturier",,
Flavien Vernier,Inverse Formulation of Temporal Closure and Proposed Solutions for Offset Tracking of Natural Scenes,"H Hela, E Trouvé, A Atto, F Vernier",,
Flavien Vernier,EFIDIR Spring School 2011 Practical Work-EFIDIR_Tools 1 Phase Filtering and Phase Unwrapping using 2D local frequency,"E Trouvé, Y Yan, F Vernier, N Méger, F Ledo, G Mauris",,
